Age,Gender,Platform,Daily_Usage_Time (minutes),Posts_Per_Day,Likes_Received_Per_Day,Comments_Received_Per_Day,Messages_Sent_Per_Day,Dominant_Emotion
0.2857142857142856,Female,Instagram,120.0,3.0,45.0,10.0,12.0,Happiness
0.6428571428571428,Male,Twitter,90.0,5.0,20.0,25.0,30.0,Anger
0.0714285714285714,Non-binary,Facebook,60.0,2.0,15.0,5.0,20.0,Neutral
0.5,Female,Instagram,200.0,8.0,100.0,30.0,50.0,Anxiety
0.8571428571428572,Male,LinkedIn,45.0,1.0,5.0,2.0,10.0,Boredom
0.0,Male,Instagram,150.0,4.0,60.0,15.0,25.0,Happiness
0.4285714285714284,Female,Twitter,85.0,3.0,30.0,10.0,18.0,Anger
0.2142857142857142,Non-binary,Facebook,110.0,6.0,25.0,12.0,22.0,Sadness
0.5714285714285712,Female,LinkedIn,55.0,2.0,10.0,3.0,8.0,Neutral
0.714285714285714,Male,Instagram,170.0,5.0,80.0,20.0,35.0,Happiness
0.1428571428571428,Female,Twitter,75.0,4.0,35.0,7.0,20.0,Anxiety
0.357142857142857,Non-binary,Facebook,95.0,3.0,20.0,10.0,18.0,Sadness
0.9285714285714284,Male,LinkedIn,65.0,1.0,12.0,4.0,15.0,Boredom
0.0714285714285714,Female,Instagram,180.0,7.0,90.0,25.0,40.0,Happiness
0.5,Male,Twitter,100.0,6.0,40.0,23.0,28.0,Anger
0.0,Non-binary,Facebook,40.0,1.0,5.0,2.0,10.0,Neutral
1.0,Female,Instagram,125.0,4.0,55.0,18.0,30.0,Anxiety
0.4285714285714284,Male,Twitter,90.0,3.0,33.0,15.0,25.0,Sadness
0.1428571428571428,Non-binary,LinkedIn,50.0,1.0,8.0,3.0,12.0,Neutral
0.7857142857142856,Female,Instagram,140.0,5.0,70.0,22.0,33.0,Happiness
0.357142857142857,Male,Facebook,75.0,2.0,25.0,10.0,18.0,Anxiety
0.2142857142857142,Female,Twitter,105.0,4.0,28.0,14.0,20.0,Anger
0.5714285714285712,Male,LinkedIn,60.0,2.0,11.0,5.0,17.0,Boredom
0.8571428571428572,Non-binary,Instagram,190.0,8.0,95.0,26.0,45.0,Happiness
0.0714285714285714,Female,Twitter,70.0,3.0,20.0,12.0,15.0,Sadness
0.714285714285714,Male,Facebook,80.0,2.0,18.0,8.0,21.0,Neutral
0.4285714285714284,Non-binary,LinkedIn,55.0,1.0,9.0,2.0,11.0,Anxiety
0.2857142857142856,Female,Instagram,160.0,6.0,85.0,19.0,32.0,Happiness
0.6428571428571428,Male,Twitter,90.0,4.0,38.0,17.0,24.0,Anger
